id,asset_info,base_voltage,base_voltage_value,breaking_capacity,commissioned_date,current_containers,is_substation_breaker,is_feeder_head_breaker,containers,current_feeders,current_lv_feeders,_usage_points,_terminals,_equipment_containers,_names,_current_containers,_normally_open,_open,_operational_restrictions,_relay_functions,description,bk.terminals,bk.num_terminals,bk.__repr__
Breaker{747745|PTN14},None,BaseVoltage{base-voltage-22000},22000,None,None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",True,True,"[Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))), Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",[],None,"[Terminal{747745-315365}, Terminal{747745-315366}]","[Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))), Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",0,0,None,None,,"[Terminal{747745-315365}, Terminal{747745-315366}]","<bound method Equipment.num_containers of Breaker(mrid='747745', name='PTN14', description='', location=Location(mrid='34e4af11-2e70-404a-a47d-a2488fe2b0a7', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{34e4af11-2e70-404a-a47d-a2488fe2b0a7}>","Breaker(mrid='747745', name='PTN14', description='', location=Location(mrid='34e4af11-2e70-404a-a47d-a2488fe2b0a7', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{34e4af11-2e70-404a-a47d-a2488fe2b0a7}"
Breaker{258682},None,BaseVoltage{base-voltage-22000},22000,None,None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",False,False,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",[],None,"[Terminal{258682-329122}, Terminal{258682-328592}]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",0,0,None,None,,"[Terminal{258682-329122}, Terminal{258682-328592}]","<bound method Equipment.num_containers of Breaker(mrid='258682', name='', description='', location=Location(mrid='c21e5c15-99e7-42db-839f-547f6d5ccbb9', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{c21e5c15-99e7-42db-839f-547f6d5ccbb9}>","Breaker(mrid='258682', name='', description='', location=Location(mrid='c21e5c15-99e7-42db-839f-547f6d5ccbb9', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{c21e5c15-99e7-42db-839f-547f6d5ccbb9}"
Breaker{258421},None,BaseVoltage{base-voltage-22000},22000,None,None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",False,False,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",[],None,"[Terminal{258421-64269}, Terminal{258421-328737}]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",0,0,None,None,,"[Terminal{258421-64269}, Terminal{258421-328737}]","<bound method Equipment.num_containers of Breaker(mrid='258421', name='', description='', location=Location(mrid='3a765565-31de-48b2-96e9-b9723813b199', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{3a765565-31de-48b2-96e9-b9723813b199}>","Breaker(mrid='258421', name='', description='', location=Location(mrid='3a765565-31de-48b2-96e9-b9723813b199', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{3a765565-31de-48b2-96e9-b9723813b199}"
Breaker{255251},None,BaseVoltage{base-voltage-22000},22000,None,None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",False,False,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",[],None,"[Terminal{255251-62031}, Terminal{255251-70359}]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",0,0,None,None,,"[Terminal{255251-62031}, Terminal{255251-70359}]","<bound method Equipment.num_containers of Breaker(mrid='255251', name='', description='', location=Location(mrid='2b45f4d3-6132-405d-8c13-441a70e2c89c', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{2b45f4d3-6132-405d-8c13-441a70e2c89c}>","Breaker(mrid='255251', name='', description='', location=Location(mrid='2b45f4d3-6132-405d-8c13-441a70e2c89c', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{2b45f4d3-6132-405d-8c13-441a70e2c89c}"
Breaker{260373},None,BaseVoltage{base-voltage-22000},22000,None,None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",False,False,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",[],None,"[Terminal{260373-331228}, Terminal{260373-331287}]","[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",None,"[Feeder(mrid='PTN14', name='PTN14', description='', location=None, asset_info=None, num_controls=0, normal_energizing_substation=Substation(mrid='35795763', name='PTN', description='Preston', location=None, asset_info=None, num_controls=0, sub_geographical_region=SubGeographicalRegion(mrid='Melbourne', name='', description='', geographical_region=GeographicalRegion(mrid='JEMENA', name='', description=''))))]",0,0,None,None,,"[Terminal{260373-331228}, Terminal{260373-331287}]","<bound method Equipment.num_containers of Breaker(mrid='260373', name='', description='', location=Location(mrid='6a3643a8-93f8-4591-84fd-a525d1c31b1f', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{6a3643a8-93f8-4591-84fd-a525d1c31b1f}>","Breaker(mrid='260373', name='', description='', location=Location(mrid='6a3643a8-93f8-4591-84fd-a525d1c31b1f', name='', description='', main_address=None), asset_info=None, num_controls=0, in_service=True, normally_in_service=True, commissioned_date=None, base_voltage=BaseVoltage(mrid='base-voltage-22000', name='', description='', nominal_voltage=22000), rated_current=None, breaking_capacity=None, in_transit_time=None), in_service=True, normally_in_service=True, location=Location{6a3643a8-93f8-4591-84fd-a525d1c31b1f}"
